category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,5,240,Team CRYO-GEN,,ffffff,0073b7,ffffff,Vi Nguyen (CRYO-GEN EAGLES),vn,1435196,gold gold gold gold silver,0
A,8,229,Team CRYO-GEN,,ffffff,0073b7,ffffff,Angela MacRae (CRYO-GEN Ospreys),au,1332978,gold silver silver bronze bronze bronze,0
A,5,215,REVO,,fc00e3,000000,fc00e3,Catrina Weiss [REVO],us,4727,gold gold gold silver,0
A,4,200,REVO,,fc00e3,000000,fc00e3,Daniela Istrate [REVO],ro,1056287,gold gold gold gold,0
A,3,150,Race3R,,000000,2bc3f4,ffffff,Sarah Alexander (R3R Take That),gb,991785,gold gold gold,0
A,3,123,BRT,,ffffff,050505,ff8100,Nicole Smith [BRT],au,835950,gold silver bronze,0
A,4,115,REVO,,fc00e3,000000,fc00e3,JamieLee Wright [REVO],gg,324947,silver,0
A,4,113,ZSUN,,ffffff,0073b7,ffffff,Iva  Gotz [ZSUN],cz,525104,silver silver silver bronze,1
A,3,91,REVO,,fc00e3,000000,fc00e3,Tina Grobler [REVO],gb,472879,bronze bronze,0
A,2,90,CANYON,,ffffff,ff005d,ff005d,Kristin Falck (Canyon),no,56138,gold silver,0
A,3,86,Team CRYO-GEN,,ffffff,0073b7,ffffff,Yvonne Timewell(CRYO-GEN Vultures),ca,473320,bronze,0
A,2,70,RR 2020,,ffffff,0073b7,ffffff,Tiina Kajan [RR 2020],fi,1104935,gold,0
A,2,51,,,,,,Sarah Ryan,gb,883536,bronze,0
A,1,50,IRL,,ffffff,32968e,e66f1a,Beth Mccluskey,ie,88640,gold,0
A,1,50,,,,,,Kristen K,us,613856,gold,0
A,2,42,FZR,,0000ff,ffffff,0000ff,Heli Laurila,fi,907381,,0
A,2,41,KISS RT,,f56600,012350,84b7ca,Lisa-jane  Lait [KRT],gb,384525,,0
A,1,40,CANYON,,ffffff,ff005d,ff005d,Siri Hildonen [CZCC],no,12501,silver,0
A,1,40,REVO,,fc00e3,000000,fc00e3,Monilee Keller (REVO),ca,1352671,silver,0
A,1,40,Team Fearless,,001f3f,39cccc,01ff70,Clare Good [FEAR<],gb-wls,888295,silver,0
A,1,40,,,,,,Karin Forsberg,se,1716163,silver,0
A,1,40,Team Fearless,,001f3f,39cccc,01ff70,Catherine Connell [Fear <],gb,1273440,silver,0
A,2,40,Team AHDR,,fc6955,55d4fc,ffffff,Fran Bambust (AHDRL 1),be,427114,silver silver,0
A,1,40,Rowe & King,,ffffff,2b5bb8,2fba4e,Rhianon Norton,au,264567,silver,0
A,1,40,,,,,,Kate Bowers,gb,547834,silver,0
A,2,34,,,,,,Courtney Parker,ca,1317589,,0
A,1,33,Team AHDR,,fc6955,55d4fc,ffffff,Kath Mackay (AHDRL),au,414764,bronze,0
A,1,33,,,,,,Daisuke Saika(WCU),jp,1185443,bronze,0
A,1,33,Team Fearless,,001f3f,39cccc,01ff70,Laura Epelbaum,us,377170,bronze,0
A,1,28,TWonZwift,,ffffff,0073b7,ffffff,Rebecca Larson,us,264660,,0
A,1,28,,,,,,Mandy Hagman,us,494757,,0
A,1,28,BRT,,ffffff,050505,ff8100,Jessica Hamilton,nz,653395,,0
A,1,25,,,,,,Catherine Foley,ca,496137,,0
A,1,25,REVO,,fc00e3,000000,fc00e3,Becca Ward (REVOlocas),us,651138,,0
A,1,22,Team CRYO-GEN,,ffffff,0073b7,ffffff,Karen Loomis,us,849651,,0
A,1,22,,,,,,Jane Counsell,gb,82624,,0
A,1,20,Vision,,ffffff,2ea9e0,000000,Kathi Machner,at,393323,,0
A,1,17,Team CRYO-GEN,,ffffff,0073b7,ffffff,Leonie Dijkstra (CRYO-GEN),nl,1016132,,0
