category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,2,25,,0,00dd00,,,Dave Williams,gb,229628,gold silver,0
A,1,18,FUSION ECT,2854,ffffff,000000,ffffff,Birk Hansen &#128304;,dk,550613,gold,0
A,1,18,KCRT,4040,f5f5f5,0d0101,eb0c0c,Lewis Wake,gb,900521,gold,0
A,1,18,,0,00dd00,,,Keith Mcvitty ZHR (B),gb-nir,1197705,gold,0
A,1,15,Race3R,791,000000,2bc3f4,ffffff,Roman T &#10026;,de,21486,silver,0
A,1,15,BRT,4,ffffff,050505,ff8100,. Jamie [A] [BRT],gb,401751,silver,0
A,1,13,,0,00dd00,,,Francois Gobeil,ca,401831,bronze,0
A,1,13,,0,00dd00,,,Cristian Badea,ro,78323,bronze,0
A,1,13,BRT,4,ffffff,050505,ff8100,Ricardo Alarcon,gb,421155,bronze,0
A,1,11,,0,00dd00,,,Alex Ballinger4375,gb,1075495,,0
A,1,11,,0,00dd00,,,S Adyns (TNT),be,1119105,,0
A,1,11,,0,00dd00,,,Kristian Nissen,dk,1116035,,0
A,1,10,CyclingHub,2635,f65000,00364a,ffffff,Guus Bouman&#129414;,nl,408391,gold,0
A,1,10,Team X,2,f5f7f6,111111,00a65a,Kaj-Andr&eacute; D&oslash;ving [X],no,69210,gold,0
A,1,10,CyclingHouse,698,ffffff,0073b7,ffffff,Shaun Radley,us,125186,gold,0
A,1,9,,0,00dd00,,,William Berry 2652,us,1175117,,0
A,1,9,,0,00dd00,,,Piotr Derda,pl,549777,,0
A,1,9,,0,00dd00,,,Joey Nelson,us,420328,,0
A,1,7,TeamNL,2281,ffffff,ffa500,ffa500,Bas Pater,nl,859868,silver,0
A,1,7,,0,00dd00,,,Alex Clark,gg,295861,,0
A,1,7,,0,00dd00,,,Mark Robb,,166087,,0
A,1,7,,0,00dd00,,,Ryan Miller,,123195,,0
A,1,7,,0,00dd00,,,Eric Dumaresq,ca,489118,silver,0
A,1,7,LondonDynamo,4127,ffffff,0073b7,000000,Benjie Haston,gb,200977,silver,0
A,1,7,,0,00dd00,,,Woodcock Johnson [Team BBC],us,9510,silver,0
A,1,5,BRT,4,ffffff,050505,ff8100,Martin Lightwood &#128074;&#127996; [BRT],gb,401047,bronze,0
A,1,5,,0,00dd00,,,Gerd Wiggen,no,611247,,0
A,1,5,Foudre &#9889;&#65039;,2898,ffffff,81b9e8,ffffff,&#9808; Maxime Gentet .ZNC,fr,885013,bronze,0
A,1,5,,0,00dd00,,,Sebastian Schmid,de,1111883,bronze,0
A,1,3,,0,00dd00,,,Philipp Pils8577,at,1046676,,0
A,1,1,,0,00dd00,,,Baptiste Fontaine,fr,1096213,,0
B,2,37,CycleChat,1458,ffffff,0073b7,ffffff,Alan Campbell &#128304;,gb-nir,210541,gold,0
B,2,32,MDCC,843,ffffff,0073b7,ffffff,Richard da Silva,gb,121927,silver,0
B,1,21,CBCB Hire,3331,ffffff,ff2323,000000,Mark T (CBCB Hire),gb,760336,bronze,0
B,1,19,BZR cycling team,35,f3f300,111111,dd4b39,Sven De Schryver,be,177491,,0
B,1,18,IBD Cycling,407,ffffff,0073b7,ffffff,Kimmo Kananen,fi,182287,gold,0
B,1,18,,0,00dd00,,,Scott Elgie,ca,1090944,gold,0
B,1,17,BRT,4,ffffff,050505,ff8100,Peter Campbell,gb-eng,40108,,0
B,1,15,teamWKG,1330,fa5e06,3f4c54,3f4c54,Jamie Woodward,gb,685302,,0
B,1,15,Vikings,90,c2c2c2,0073b7,ee6331,Brage Bergeng [V]&#128034;,no,429749,silver,0
B,1,15,Vision,9,ffffff,2ea9e0,000000,Mark Roberts,gb,107986,silver,0
B,1,13,Radsport K&ouml;nig,3482,ffffff,0073b7,ffffff,Ren&eacute; K&ouml;nig,de,908786,,0
B,1,13,,0,00dd00,,,Gilberto Rodriguez,es,329002,bronze,0
B,1,13,,0,00dd00,,,Henrik George,dk,1160644,bronze,0
B,1,11,,0,00dd00,,,Sasa Bracko,hr,986047,,0
B,1,11,,0,00dd00,,,Philip Dicks,gb,983975,,0
B,1,10,,0,00dd00,,,Christian Vejlbo,dk,98969,gold,0
B,1,10,DIRT,2707,29ec34,563c0f,df6a0d,Tim Bell,ca,214198,gold,0
B,1,10,Race3R,791,000000,2bc3f4,ffffff,Alex Pavlov,bg,46709,gold,0
B,1,10,Team Poland,25,ffffff,ff1800,ff0000,s&#322;awek piepka slawekpiepka,pl,504416,gold,0
B,1,9,,0,00dd00,,,Pak Ho,hk,776250,,0
B,1,9,DBR,1986,ffffff,eb7b2a,ffffff,Tomas Kegel Sorensen1497 ,dk,721065,,0
B,1,7,,0,00dd00,,,Ian Jervis5254,gb,980837,,0
B,1,7,BRT,4,ffffff,050505,ff8100,Francois Vuadens,ch,19220,,0
B,1,7,VS CYCLES,783,ffffff,0073b7,ffffff,Paul Waddington,gb,247818,silver,0
B,1,7,,0,00dd00,,,Michael Reisinger,at,7841,,0
B,1,7,,0,00dd00,,,Kate Cronin,us,340509,silver,0
B,1,7,,0,00dd00,,,Jacob Karne,dk,742192,silver,0
B,1,5,,0,00dd00,,,Richard Williams,gb-eng,485358,,0
B,1,5,,0,00dd00,,,mark francis,gb,120966,,0
B,1,5,BRT,4,ffffff,050505,ff8100,Michael Durr [BRT],gb,74813,bronze,0
B,1,5,,0,00dd00,,,Peter Folkersma,nl,476538,,0
B,1,5,,0,00dd00,,,C AAD 10,gb-eng,284007,bronze,0
B,1,4,TeamNL,2281,ffffff,ffa500,ffa500,Onno F,nl,828907,,0
B,1,3,VC10,2888,ffffff,ff0000,ffffff,Debbie Honour,gb,404324,,0
B,1,3,,0,00dd00,,,Delian Simov3723,us,555226,,0
B,1,2,,0,00dd00,,,Nick Morgan,gb,166857,,0
C,3,43,VC10,2888,ffffff,ff0000,ffffff,Simon Oxenham,gb,1011,gold gold silver,0
C,1,26,BRT,4,ffffff,050505,ff8100,Mark Gardiner,gb,691846,gold,0
C,1,23,,0,00dd00,,,Rich Babbage,gb,28524,silver,0
C,1,21,Sz,32,f3f300,0073b7,f3f300,Tony Helmersson,se,105075,bronze,0
C,1,19,BRT,4,ffffff,050505,ff8100,John Bergenske&#9889;&#65039;BRT A2,us,180408,,0
C,1,18,,0,00dd00,,,A GingerPrince,gb,927074,gold,0
C,1,18,BRT,4,ffffff,050505,ff8100,Phil Whiteley,gb,161329,gold,0
C,1,17,,0,00dd00,,,Darren Griffiths,gb-wls,67827,,0
C,3,17,BRT,4,ffffff,050505,ff8100,Colin Whiteley [BRT],gb,1008156,bronze bronze,0
C,2,17,HERD,2639,383c3d,fc6719,383c3d,Glenn Morgan  HERD,gb-wls,901283,gold,0
C,1,15,,0,00dd00,,,Jan Lindh,se,863622,,0
C,1,15,,0,00dd00,,,Elliot Davis 7583,gb,1001718,silver,0
C,1,15,Colten Care,4150,ffffff,ffa500,0000ff,Lyndon Thompson (Colten Care/TFC) &#127969;,eu,297988,silver,0
C,1,13,,0,00dd00,,,Tom Martin WBR (B),gb,216718,,0
C,1,13,PODIUM,2209,ffffff,0028b7,120707,Mike Wyrosdick (TACX NEO),us,248640,bronze,0
C,1,13,Race3R,791,000000,2bc3f4,ffffff,James Farren,gb,63968,bronze,0
C,1,13,,0,00dd00,,,Geledan Regis,fr,665377,bronze,0
C,1,11,,0,00dd00,,,Billy No Mates,gb,628404,,0
C,1,11,SBC,4062,ffffff,2d3f54,54980b,Murdo Fish,gb-sct,193020,,0
C,1,11,,0,00dd00,,,Lachlan Campbell,,994373,,0
C,1,11,,0,00dd00,,,Henrique Miranda,pt,862690,,0
C,1,10,BRT,4,ffffff,050505,ff8100,Joachim Smits,nl,10034,gold,0
C,1,9,,0,00dd00,,,Dave Slater,gb,877092,,0
C,1,9,,0,00dd00,,,Hamish Mcallan,gb-sct,52724,,0
C,1,9,VC10,2888,ffffff,ff0000,ffffff,Chunky Pete,gb,62930,,0
C,1,9,,0,00dd00,,,Alasdair MacMillan,gb-sct,522143,,0
C,1,7,,0,00dd00,,,Matt Smith6184,gb-eng,708823,,0
C,1,7,,0,00dd00,,,M BeenSlacking,us,88308,silver,0
C,1,7,Vikings,90,c2c2c2,0073b7,ee6331,Espen Solvin,no,183605,,0
C,1,7,FHaT,2699,ffffff,faa643,ffffff,David Ransome ,au,772457,silver,0
C,1,5,,0,00dd00,,,Michael Scholz,de,959019,,0
C,1,5,IRL,3369,ffffff,32968e,e66f1a,Ciaran Hallinan 4404,ie,402035,,0
C,1,5,,0,00dd00,,,Christiaan Stange,ca,452001,,0
C,1,4,PACK,2928,ffffff,000000,ff6600,Steven Michik,us,200354,,0
C,1,3,BRT,4,ffffff,050505,ff8100,Si Lee,gb,866288,,0
C,1,3,,0,00dd00,,,Oleg Bondarenko8499,by,1016543,,0
C,1,3,BRT,4,ffffff,050505,ff8100,Marcus Illingworth,gb,96834,,0
C,1,3,TFC,10,111111,f3f300,111111,Eric David Pierce ,us,707965,,0
C,1,3,BZR cycling team,35,f3f300,111111,dd4b39,Filip Feyaerts,be,471548,,0
C,1,2,,0,00dd00,,,Chris Beecham,gb,24741,,0
C,1,2,ELY RC,3824,eb8989,2e0202,eb8989,Darren Morgan ELY RC 9093,gb-eng,80589,,0
C,1,2,VirtualRoad.Bike,3738,ffffff,ff0000,0073b7,Daniel Lancia &#127939;&#128692;&#127995;&zwj;&#9794;&#65039;,it,894848,,0
