category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,1,18,,0,00dd00,,,Tom Grimshaw,gb,169410,gold,0
A,1,18,FUSION ECT,2854,ffffff,000000,ffffff,Simon Nielsen &#128304;,dk,182972,gold,0
A,1,15,PTz,1,ffffff,403d3a,e3680f,Andr&eacute; Resende,pt,246864,silver,0
A,1,15, 1D,3265,faf8f8,7a4988,000000,Jeroen Blondeel,be,381944,silver,0
A,1,13,,0,00dd00,,,Daan Laros,nl,332952,bronze,0
A,1,13,,0,00dd00,,,win briggs,nz,1292581,bronze,0
A,1,11,,0,00dd00,,,Michal Kokoryk,pl,1418328,,0
A,1,11,,0,00dd00,,,anders svensson 7120,se,1404032,,0
A,1,10,,0,00dd00,,,Rafa&#322;  Szpakowski,pl,1043576,gold,0
A,1,10,,0,00dd00,,,Koen Theys,be,412401,gold,0
A,1,10,BZR cycling team,35,f3f300,111111,dd4b39,Koen Van Geyt,be,115080,gold,0
A,1,9,,0,00dd00,,,Bootsi Bootsmann,de,770291,,0
A,1,9,,0,00dd00,,,Tim Frankcombe7931,au,358268,,0
A,1,7,ZRG,1942,1bc1f1,3d3d3d,1bc1f1,Tim,de,937088,,0
A,1,7,,0,00dd00,,,Ramon Klaus4001,nl,925437,,0
A,1,7,TSVNeupotz,3549,000000,f70000,000000,Maik Abraham &#128304;,de,141795,silver,0
A,1,7,,0,00dd00,,,Spencer Guo,ca,192467,silver,0
A,1,7,,0,00dd00,,,Seb Kleb,de,299246,silver,0
A,1,5,Race3R,791,000000,2bc3f4,ffffff,Bryce Renkiewicz,us,234533,,0
A,1,5,SCCC,2716,ffffff,0073b7,ffffff,Duncan Hobday,gb,730066,bronze,0
A,1,5,,0,00dd00,,,Glenn Wilkinson ,gb-eng,880483,bronze,0
A,1,5,Vikings,90,c2c2c2,0073b7,ee6331,Jan &Oslash;ivind Holgersen,no,877932,bronze,0
A,1,3,,0,00dd00,,,David Preville,ca,1413798,,0
B,1,18,TeamODZ,7,ff851b,111111,3c8dbc,Damon Erb,us,50383,gold,0
B,1,18,,0,00dd00,,,Valerio Di Bacco6820 ,it,757936,gold,0
B,1,15,BRT,4,ffffff,050505,ff8100,Steve Shrubsall,gb,822214,silver,0
