category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,4,170,BRT,,ffffff,050505,ff8100,Louise Gamst (BRT AtomicKittens),dk,1028084,gold silver silver silver,0
A,4,166,HEINO RT,,ffffff,ff0000,ff3b3b,Maria Hoiriis [HEINO],dk,640583,gold gold bronze bronze,0
A,4,163,BRT,,ffffff,050505,ff8100,Diane Bomans (BRT),ca,2481505,gold silver silver bronze,0
A,4,151,BRT,,ffffff,050505,ff8100,Angela MacRae (BRT),au,1332978,gold silver bronze,0
A,3,72,BRT,,ffffff,050505,ff8100,Doris Marr (BRT),au,39294,bronze,1
A,1,50,BRT,,ffffff,050505,ff8100,Sonya Rodriguez  (BRT Hellkittens),us,884757,gold,0
A,1,50,,,,,,Tiina Kajan,fi,1104935,gold,0
A,1,50,BRT,,ffffff,050505,ff8100,Sarah Ryan (BRT),gb,883536,gold,0
A,1,50,[DRAFT],,ffffff,e60d2e,000000,Val Peterson&#128006;,us,1050344,gold,0
A,1,40,BRT,,ffffff,050505,ff8100,Anne Loh (BRT Hellkittens),gb,944358,silver,0
A,1,40,Vixen/Fox,,7409a6,f79d4b,ffffff,Laura Hewitt (Velocity),ca,271103,silver,0
A,1,33,,,,,,Mazie Harper (SRC/BCWM),gb,1837954,bronze,0
A,1,33,,,,,,Marion Boye 3249,fr,2509210,bronze,0
A,1,28,HEAD BIKES SA,,ffffff,04b819,ffffff,Lin&eacute;l Engelbrecht [HEAD BIKES SA],za,2151401,,0
A,1,28,,,,,,Angie Liu,cn,2592614,,0
A,1,28,ONE80,,ffffff,0073b7,ffffff,Johandri Lategan,za,1996200,,0
A,1,25,BRT,,ffffff,050505,ff8100,Mandy Hagman (BRT),us,494757,,0
A,1,25,,,,,,Laurence DA ROS GARRIGUES,fr,1840974,,0
B,4,165,BRT,,ffffff,050505,ff8100,Genevieve Trinh [BRT/Nuna],au,2675333,gold gold silver,0
B,3,150,BRT,,ffffff,050505,ff8100,Leanne Dalley (BRT),nz,225114,gold gold gold,0
B,4,136,LiveByCycling,,ffffff,e10667,ffffff,joy connelly (LiveByCyclingLoud ),us,1568483,silver silver,0
B,3,130,Vikings,,c2c2c2,0073b7,ee6331,Siv Engmo [V] (Valkyrie),no,217993,gold silver silver,0
B,3,116,BRT,,ffffff,050505,ff8100,Helen Aldred (BRT DevilKittens),gb,2214043,gold bronze bronze,0
B,4,110,BRT,,ffffff,050505,ff8100,Courtney Wheeler (HTC/BRT),au,1245531,gold gold silver silver,1
B,4,98,BRT,,ffffff,050505,ff8100,Heidi Hose (BRT),au,170672,,0
B,4,86,Team CLS,,3d9970,ffffff,ffffff,Tanya Sturgess Team CLS,gb,242002,bronze,1
B,3,81,BRT,,ffffff,050505,ff8100,Liss Martyn (BRT),au,2421234,,0
B,2,80,BRT,,ffffff,050505,ff8100,Deicy Barreto (BRT Galaxy),mx,581267,silver silver,0
B,2,68,BRT,,ffffff,050505,ff8100,Nicole Smith (BRT),au,835950,silver,0
B,2,55,LiveByCycling,,ffffff,e10667,ffffff,Jannie Holm (LiveByCyclingStrong),dk,2466016,bronze,0
B,1,50,,,,,,kristin white(wattie ink),us,2888970,gold,0
B,1,50,BRT,,ffffff,050505,ff8100,Zoe Bright (BRT Darkkittens),au,1461430,gold,0
B,1,50,Team Type 1,,ffffff,0073b7,ffffff,A M GUINEY(TT1),ie,269948,gold,0
