category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,2,27,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,Simon Lyons,au,748454,gold,0
A,1,26,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,Julian White,ca,563359,gold,0
A,2,26,BRT,4,ffffff,050505,ff8100,Aaron Barry&#9889;&#65039; [BRT],gb,743592,bronze,0
A,1,23,,0,00dd00,,,Steffen Huber 8703,us,573420,silver,0
A,1,21,Team X,2,f5f7f6,111111,00a65a,Casey Schumm &#127829;&#128304;,us,1412,bronze,0
A,3,20,teamWKG,1330,fa5e06,3f4c54,3f4c54,Gi Blundred,gb,454953,gold bronze,0
A,1,19,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,Daniel Lewis,au,916152,,0
A,1,18,,0,00dd00,,,Olivier Hebert Cannondale 4IIII,ca,939073,gold,0
A,2,16,Innovation,975,000000,52ff33,000000,Mark Shaw,nz,70690,silver,0
A,1,15,,0,00dd00,,,Jacob K.(Mukki Latte),de,619959,,0
A,1,15,BRT,4,ffffff,050505,ff8100,David Billings,gb,181148,silver,0
A,1,11,,0,00dd00,,,Daisuke Hashimoto,jp,158282,,0
A,1,11,,0,00dd00,,,Donny Pascale,au,754981,,0
A,1,10,Innovation,975,000000,52ff33,000000,Andrew Kirby,gb,933861,gold,0
A,1,9,LAMONT,302,ffffff,0073b7,ffffff,Jakob Gr&oslash;nb&aelig;k LAMONT,dk,79657,,0
A,1,7,VS CYCLES,783,ffffff,0073b7,ffffff,Paul Waddington,gb,247818,,0
A,1,7,Vision,9,ffffff,2ea9e0,000000,Duane Gran &#128304;,us,1623,,0
A,1,7,TRB,4327,e84444,ffffff,000000,Anthony Santi-Amantini,fr,1266243,silver,0
A,1,7,GF Capital/H&E Enterprise,3780,ffffff,0073b7,ffffff,Harry Bugden,gb,192884,silver,0
A,1,5,KLD,2163,0073b7,ffffff,0073b7,Dmitryi damynk&#127472;&#127473;&#127465;&#127479;&#127482;,ru,130597,,0
A,1,5,Team AHDR,629,fc6955,55d4fc,ffffff,Scott Millett,au,863056,bronze,0
A,1,3,BRT,4,ffffff,050505,ff8100,Sean Casson,gb,161615,,0
A,1,3,,0,00dd00,,,Heiko Witt,de,325159,,0
