category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,1,18,KISS RT,36,f56600,012350,84b7ca,Norm Hughes ,gb-wls,190665,gold,0
A,1,15,,0,00dd00,,,Martin J,se,171546,silver,0
A,1,13,DBR,1986,ffffff,eb7b2a,ffffff,Morten Jarlund,dk,165977,bronze,0
A,1,11,Race3R,791,000000,2bc3f4,ffffff,Wally,zw,107292,,0
A,1,10,AFC,1405,ff0000,000000,cc0000,Patrick BLAIR [AFC] &#128304;,us,8149,gold,0
A,1,10,BRT,4,ffffff,050505,ff8100,Steve Stellings,gb,163282,gold,0
A,1,10,TRB,4327,e84444,ffffff,000000,Anthony Santi-Amantini,fr,1266243,gold,0
A,1,10,,0,00dd00,,,Thomas Sundtoft (Uppsala Multisport),se,604929,gold,0
A,1,10,Team Poland,25,ffffff,ff1800,ff0000,Piotr Truszczy&#324;ski [TeamPL],pl,175948,gold,0
A,1,9,PTz,1,ffffff,403d3a,e3680f,Jos&eacute; Figueiredo,pt,394401,,0
A,1,7,,0,00dd00,,,Jed Deitrick,us,323731,,0
A,1,7,WTRL,4201,f5f3f3,8f8f8f,010000,Christopher Ashton &#128304;,eu,895701,silver,0
A,1,7,Equipe JZQc,2571,ffffff,003399,ffffff,Frederic Wallman JZQc,ca,8531,silver,0
A,1,7,,0,00dd00,,,David Viaene,be,1115363,silver,0
A,1,5,Vision,9,ffffff,2ea9e0,000000,Quentin Lafaye,fr,96812,bronze,0
B,1,26,,0,00dd00,,,Dean Williamson,au,896597,gold,0
B,1,23,Team France,574,dd4b39,ffffff,0073b7,Jean-Pierre Charpier,fr,609277,silver,0
B,1,21,,0,00dd00,,,Derek Brauch,us,275844,bronze,0
B,2,20,,0,00dd00,,,Michael Considine,ie,787676,gold gold,0
B,1,19,Vikings,90,c2c2c2,0073b7,ee6331,Kjell S&aelig;terhaug [V],no,59397,,0
B,1,17,,0,00dd00,,,ju blo,ch,1084800,,0
B,1,15,,0,00dd00,,,Sasko Josifovski,mk,1004270,,0
B,1,13,,0,00dd00,,,Ethan Wong,us,148404,,0
B,1,11,PTz,1,ffffff,403d3a,e3680f,Pedro Monteiro PTz,pt,416416,,0
B,1,10,TBR Racing,60,ffffff,0073b7,ffffff,Martin Juul,dk,158721,gold,0
B,1,10,TFC,10,111111,f3f300,111111,Alex Ihnen,us,449323,gold,0
B,1,10,BRT,4,ffffff,050505,ff8100,Philip Constantinou [BRT],gb,1195673,gold,0
B,1,10,,0,00dd00,,,Gavin Dowsett4454,gb,1318111,gold,0
B,1,9,,0,00dd00,,,Kevin Kelly,us,12116,,0
B,1,7,,0,00dd00,,,T.-Inge Boe 1878,no,599948,,0
B,1,7,BRT,4,ffffff,050505,ff8100,Darren Green (BRT) (B),gb-eng,30856,silver,0
B,1,7,,0,00dd00,,,Richard Wood,gb,848977,silver,0
B,1,7,,0,00dd00,,,STEPHEN R H TRI ,gb,418055,silver,0
B,1,7,iGregari,2980,ffffff,0073b7,ffffff,Nathan Boskers,ca,409204,silver,0
B,1,7,DBR,1986,ffffff,eb7b2a,ffffff,Jackie L&oslash;vkvist Kjelsmark,dk,175425,silver,0
B,1,5,RuhrRiders,41,ff8700,000000,5cb0fc,Julian Herz ,de,383300,,0
B,1,5,HCH.CC,3455,000000,ffff00,8c8181,Matthias Packeiser,de,830314,bronze,0
B,1,4,PST,2214,ffffff,0073b7,ffffff,volker neumann,de,146065,,0
C,1,26,,0,00dd00,,,Ross J,gb,59485,gold,0
C,1,23,BRT,4,ffffff,050505,ff8100,Scott Sherrer,us,466577,silver,0
C,1,21,,0,00dd00,,,Tim Draper (Tacx Neo) ODZ,gb,150190,bronze,0
C,1,19,CycleChat,1458,ffffff,0073b7,ffffff,Derek Cobb,gb-eng,767968,,0
C,1,18,VC10,2888,ffffff,ff0000,ffffff,Simon Oxenham,gb,1011,gold,0
C,1,17,,0,00dd00,,,Simon Mottram,gb-eng,953828,,0
C,1,15,,0,00dd00,,,Jon Copping,gb,1277551,,0
C,1,15,Team X,2,f5f7f6,111111,00a65a,Jokim Pluijmers,nl,15354,silver,0
C,1,13,,0,00dd00,,,Rupert Lewis,gb,690945,,0
C,1,13,BZR cycling team,35,f3f300,111111,dd4b39,Filip Feyaerts,be,471548,bronze,0
C,1,11,,0,00dd00,,,Olaf Holger,de,1230240,,0
C,1,11,,0,00dd00,,,peter bartley,gb,455307,,0
C,1,10,HERD,2639,383c3d,fc6719,383c3d,Stephen Mulrine HERD,gb-sct,833667,gold,0
C,1,10,BRT,4,ffffff,050505,ff8100,Rob Spink [BRT],gb,402361,gold,0
C,1,10,,0,00dd00,,,Chris Beecham,gb,24741,gold,0
C,1,10,TFC,10,111111,f3f300,111111,Lyndon Thompson (TFC1),eu,297988,gold,0
