category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,3,54,,0,00dd00,,,Tom Grimshaw,gb,169410,gold gold gold,0
A,1,23,Race3R,791,000000,2bc3f4,ffffff,Jan Vanaudenaerde &#128304;&#128737;,be,152302,silver,0
A,1,21,Race3R,791,000000,2bc3f4,ffffff,Tom Gakes,nl,387828,bronze,0
A,1,19,,0,00dd00,,,Mizmushi Pedal,jp,545587,,0
A,2,18,Walsall Lads,2570,ffffff,0073b7,ffffff,David Whitehouse (WRCC),gb,550451,bronze bronze,0
A,2,18,TBR Racing,60,ffffff,0073b7,ffffff,Scott Millett,au,863056,,0
A,1,18,Paceline RT,1352,ffffff,0073b7,ffffff,Gareth Thomas,gb,1012,gold,0
A,1,17,,0,00dd00,,,O  Gordinho Gal&aacute;tico,br,722842,,0
A,1,15,Team CLS,1426,3d9970,ffffff,ffffff,Gregor Nicodemus,de,120501,silver,0
A,1,15,,0,00dd00,,,brent ducker,au,932792,,0
A,1,15,,0,00dd00,,,Espen Jogert ,no,541455,silver,0
A,1,13,Vikings,90,c2c2c2,0073b7,ee6331,Kaj Helge Helgesen,no,105127,,0
A,1,13,Innovation,975,000000,52ff33,000000,Richard Law &#128304; &#128125;,gb,44933,bronze,0
A,1,11,,0,00dd00,,,Eric Florio,us,7605,,0
A,1,11,PLCC,2734,ffffff,00ff00,000000,Jacob Wilson,au,576668,,0
A,1,11,,0,00dd00,,,Kat yaguchi &#129432;,jp,1132195,,0
A,1,9,Vision,9,ffffff,2ea9e0,000000,Paul-Philippe Nelles &#128304;,be,401617,,0
A,2,8,,0,00dd00,,,Gavin Beresford6171,gb,838814,,0
A,1,7,,0,00dd00,,,Graham Vanstone,gb,48715,,0
A,1,7,,0,00dd00,,,Nick Vanderpoll4893,au,267895,,0
A,1,7,LondonDynamo,4127,ffffff,0073b7,000000,JP L,ch,569608,,0
A,1,7,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,Darren Reddick,gb,843142,silver,0
A,1,5,,0,00dd00,,,Ben Davey,gb,539978,,0
A,1,4,BikeSurgeon,2179,f6fa45,0a0a0a,f72508,Rick Powell,us,220665,,0
A,1,3,BRT,4,ffffff,050505,ff8100,Andy Barrie,gb-sct,248557,,0
A,1,2,,0,00dd00,,,Stephen Gillon,gb,222471,,0
B,3,46,Team MBBC Racing,2659,ffffff,0073b7,ff091e,Brandon Benham,us,605982,gold gold gold,0
B,1,26,Innovation,975,000000,52ff33,000000,Erik Hellberg,se,716886,gold,0
B,1,23,Race3R,791,000000,2bc3f4,ffffff,John Newsome (R3R Backstreet Boys),gb-eng,261384,silver,0
B,1,23,,0,00dd00,,,Steven Proud,gb,140323,silver,0
B,1,21,,0,00dd00,,,Andrew Phelps,au,145006,bronze,0
B,1,21,,0,00dd00,,,Michael Ribagnac,fr,1106980,bronze,0
B,1,19,,0,00dd00,,,Thomas Rahb&aelig;k HMTBK,dk,403619,,0
B,1,19,,0,00dd00,,,kevin jones 7336,gb,844437,,0
B,1,17,,0,00dd00,,,Peter Drabble,gb,53421,,0
B,1,17,,0,00dd00,,,Robert Parker,gb,1293755,,0
B,1,15,,0,00dd00,,,Dov  Mac#AAA,gb-sct,450377,,0
B,1,15,BZR cycling team,35,f3f300,111111,dd4b39,Filip Feyaerts,be,471548,,0
B,1,13,,0,00dd00,,,Chris Hearle,gb,405727,,0
B,1,13,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Manuel Bermanseder,de,477787,,0
B,1,11,,0,00dd00,,,Uinseann H,ie,935824,,0
B,1,11,,0,00dd00,,,Nuno Pinto,pt,253501,,0
B,1,9,,0,00dd00,,,Aaron Meyers,us,58,,0
B,1,9,,0,00dd00,,,Jim Peachey,au,804104,,0
B,1,7,,0,00dd00,,,Chris Petersen,us,250364,,0
B,1,7,Vikings,90,c2c2c2,0073b7,ee6331,Egil Garberg,no,361429,silver,0
B,1,7,,0,00dd00,,,kenneth skoglund,no,174307,silver,0
B,1,7,,0,00dd00,,,Jon Simpson,gb,808813,,0
B,1,5,,0,00dd00,,,Conor Dalby,gb,396581,,0
