category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,4,61,,0,00dd00,,,Aaron Groot,au,384607,gold silver,0
A,3,54,BRT,4,ffffff,050505,ff8100,Michael Durr [BRT],gb,74813,gold,0
A,4,46,BRT,4,ffffff,050505,ff8100,Aaron Barry&#9889;&#65039; [BRT],gb,743592,,0
A,3,33,,0,00dd00,,,Mizmushi Pedal,jp,545587,,0
A,1,26,Innovation,975,000000,52ff33,000000,Rusty Devlin&#128304;Charged Drinks,au,27060,gold,0
A,2,26,BOC,1826,ffffff,0073b7,ffffff,Kjetil Farup,no,573035,,0
A,1,26,DBR,1986,ffffff,eb7b2a,ffffff,Tommy Iversen [DBR],dk,668206,gold,0
A,2,24,,0,00dd00,,,Paul Hughes ZHR (E),gb,147686,,0
A,1,23,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,Joe Hickerton,gb,1132506,silver,0
A,1,23,BRT,4,ffffff,050505,ff8100,Alastair Woodhead,gb-sct,61154,silver,0
A,1,21,,0,00dd00,,,Iain Evans,gb,379764,bronze,0
A,1,21,,0,00dd00,,,Jacob K.(Mukki Latte),de,619959,bronze,0
A,1,21,KISS RT,36,f56600,012350,84b7ca,Third Wheel &#128691;,za,48068,bronze,0
A,1,19,Team Poland,25,ffffff,ff1800,ff0000,MARCIN Chruslak[TeamPoland],pl,630166,,0
A,1,19,KISS RT,36,f56600,012350,84b7ca,Jacques La Cock,ca,69795,,0
A,1,19,,0,00dd00,,,Rob Weitzner,us,6022,,0
A,1,18,KISS RT,36,f56600,012350,84b7ca,Tim Cartwright,gb,125622,gold,0
A,1,18,&#9981;,4165,ffffff,ffffff,ffffff,Bj&ouml;rn Ossenbrink &#9981;,ca,113343,gold,0
A,1,18,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,Gavin Berry,gb,153073,gold,0
A,2,16,,0,00dd00,,,Donny Pascale,au,754981,,0
A,1,15,CANYON,2144,ffffff,ff005d,ff005d,Stevie Young &#128013;,gb,482899,silver,0
A,1,15,KISS RT,36,f56600,012350,84b7ca,Branden Meltingtallow,ca,35487,silver,0
A,1,15,,0,00dd00,,,Iain Carr,gb,700307,silver,0
A,1,15,,0,00dd00,,,Kenneth Vib&aelig;k,dk,438484,silver,0
A,2,14,MDCC,843,ffffff,0073b7,ffffff,Richard da Silva,gb,121927,,0
A,1,13,CANYON,2144,ffffff,ff005d,ff005d,James Phillips,gb-wls,280522,bronze,0
A,1,13,,0,00dd00,,,Kevin Fish,us,131175,bronze,0
A,1,13,PLCC,2734,ffffff,00ff00,000000,Jacob Wilson,au,576668,,0
A,1,13,NCVC,144,ffffff,0073b7,ffffff,Samuel Fuller,us,6927,bronze,0
A,1,13,BRT,4,ffffff,050505,ff8100,Scott Main [BRT],gb-sct,1002910,,0
A,1,13,,0,00dd00,,,Edwin Driessen,nl,219489,bronze,0
A,1,11,Rowe & King,2298,ffffff,2b5bb8,2fba4e,Luke Dix,gb-wls,214249,,0
A,1,11,BRT,4,ffffff,050505,ff8100,James Griffiths,gb,42177,,0
A,1,11,,0,00dd00,,,Callum McQueen,gb,86687,,0
A,1,11,,0,00dd00,,,Matthew Rathbone,gb,56916,,0
A,1,10,,0,00dd00,,,S&oslash;ren Hyldal S&oslash;rensen,dk,1021132,gold,0
