category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,8,54,BRT,4,ffffff,050505,ff8100,Jessica Hamilton,nz,653395,gold gold silver silver silver bronze bronze,0
A,6,51,Race3R,791,000000,2bc3f4,ffffff,Charlotte Watts ,gb,617677,gold gold gold silver silver,0
A,3,30,Vixen/Fox,1940,7409a6,f79d4b,ffffff,Marlene Bj&auml;rehed [VVixen] &#128304;,se,289822,gold gold silver,0
A,4,24,BRT,4,ffffff,050505,ff8100,Claudia Behring &#128059;,us,251988,gold gold bronze bronze,0
A,2,22,TeamODZ,7,ff851b,111111,3c8dbc,Z Calla,cn,49892,gold gold,0
A,3,16,ZSUN,161,ffffff,0073b7,ffffff,Carrie Merritt ,us,456545,bronze bronze,0
A,2,16,,0,00dd00,,,Wang Dione [CRAMP Champs],sg,1299025,silver silver,0
A,2,12,Team AHDR,629,fc6955,55d4fc,ffffff,T B.,us,67877,silver,0
A,1,11,,0,00dd00,,,Kate McCarthy,nz,768856,gold,0
A,1,11,CIS/Ladies,3773,ffffff,0073b7,ffffff,Catrina Weiss  (CIS/Ladies),us,4727,gold,0
A,1,11,Pronghorn ECT,3087,000000,fff8f8,828080,Line Heerup Madsen,dk,927830,gold,0
A,1,8,,0,00dd00,,,Rebecca Johnson4203,gb,345519,silver,0
A,1,8,Race3R,791,000000,2bc3f4,ffffff,Rani Henderson,us,137633,silver,0
A,1,8,Vixen/Fox,1940,7409a6,f79d4b,ffffff,Laura Tissiman [VVixen] &#129418;,gb,1049422,silver,0
A,1,8,BRT,4,ffffff,050505,ff8100,C. Harris Momsen,cl,719263,silver,0
A,1,6,,0,00dd00,,,Victoria H,us,87109,bronze,0
A,1,6,REVO,2672,fc00e3,000000,fc00e3,Becca Ward [REVO],us,651138,bronze,0
A,1,4,,0,00dd00,,,Rachel Hahn,us,1079376,,0
B,8,76,Team AHDR,629,fc6955,55d4fc,ffffff,Fran Bambust,be,427114,gold gold gold gold gold gold silver silver,0
B,5,49,BRT,4,ffffff,050505,ff8100,Leanne Dalley,nz,225114,gold gold gold silver silver,0
B,6,41,ZSUN,161,ffffff,0073b7,ffffff,Iliada Bolton,au,142450,gold gold gold silver silver silver,1
B,2,23,Innovation,975,000000,52ff33,000000,Katarina Augustin INC ,fi,383329,gold,0
B,1,16,,0,00dd00,,,Allison Bullock,us,68591,silver,0
B,2,14,Team AHDR,629,fc6955,55d4fc,ffffff,Kelly Murphy,au,414760,silver bronze,0
B,1,14,TRR,4223,ffffff,0073b7,ffffff,Tiina Kajan TRR,fi,1104935,bronze,0
B,2,12,BRT,4,ffffff,050505,ff8100,Jen Doyle [BRT HellcatZ],gb,115835,bronze bronze,0
B,2,12,,0,00dd00,,,maaasumi omura1664,jp,1207935,bronze bronze,0
B,1,11,REVO,2672,fc00e3,000000,fc00e3,Maria Victoria Vazquez-Tojeiro [REVO] ,es,360262,gold,0
B,1,11,REVO,2672,fc00e3,000000,fc00e3,Anna Rogers [REVO] ,ca,265859,gold,0
B,1,11,BRT,4,ffffff,050505,ff8100,Lala Gould (BRT Hellcatz),nz,788933,gold,0
B,1,11,,0,00dd00,,,Jenn Arnold,au,1212891,gold,0
B,1,11,,0,00dd00,,,R aceWithMeEmilyWatts9069,au,359578,gold,0
B,1,10,BRT,4,ffffff,050505,ff8100,Lucy Tyler BRT,gb,1130285,,0
B,2,8,BRT,4,ffffff,050505,ff8100,D. Barreto BRT Hellcatz,mx,581267,,0
