category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,8,66,BRT,4,ffffff,050505,ff8100,Rhys  Richards [BRT],gb-wls,1056206,gold gold silver silver bronze,0
A,4,51,Vision,9,ffffff,2ea9e0,000000,Duracell Bunny &#128267;&#128007;,gb,107986,gold gold gold bronze,0
A,6,36,BRT,4,ffffff,050505,ff8100,Marcus Illingworth,gb,96834,,0
A,3,31,BRT,4,ffffff,050505,ff8100,Phil Donnelly  [BRT],gb,514370,bronze bronze,0
A,2,24,,0,00dd00,,,Pete Younghusband,gb,349961,silver,0
A,1,18,FUSION DEVELOPMENT,3185,ffffff,0a1e29,ffffff,Martin Steen Thomsen,dk,373487,gold,0
A,1,18,,0,00dd00,,,D Ksachen,de,100733,gold,0
A,1,15,KISS RT,36,f56600,012350,84b7ca,Rob Britt,us,307476,silver,0
A,1,15,KISS RT,36,f56600,012350,84b7ca,James Hodges,eu,16708,silver,0
A,1,13,KISS RT,36,f56600,012350,84b7ca,Branden Meltingtallow,ca,35487,bronze,0
A,1,13,BRT,4,ffffff,050505,ff8100,James McCormick,gb,171442,bronze,0
A,1,11,,0,00dd00,,,Sam Hall,gb,70483,,0
A,1,11,Purple Train,3367,faff66,5a005a,5a005a,Frederik S,de,338739,,0
A,1,10,BRT,4,ffffff,050505,ff8100,Hywel Davies ,gb-wls,1119043,gold,0
A,1,9,,0,00dd00,,,Tracy Makin KoS,gb,909576,,0
A,1,7,,0,00dd00,,,Joe gorman (SCC) ,gb-eng,171786,,0
A,1,7,BRT,4,ffffff,050505,ff8100,Sam Mills &#127820;,gb,171558,silver,0
A,1,7,Team France,574,dd4b39,ffffff,0073b7,S&eacute;bastien D,fr,472529,silver,0
A,1,7,BRT,4,ffffff,050505,ff8100,Aaron Barry&#9889;&#65039; [BRT],gb,743592,silver,0
A,1,5,,0,00dd00,,,Gerard Craig,ie,810473,,0
A,1,5,,0,00dd00,,,Teddy C,gp,509215,,0
A,6,5,,0,00dd00,,,Nick Fulker,gb,984856,silver silver silver bronze bronze,1
A,1,3,,0,00dd00,,,. DARK KNIGHT ,do,89891,,0
A,1,3,,0,00dd00,,,Jack Breuer,gb,604667,,0
A,1,1,,0,00dd00,,,Rune Elnegaard Jensen,dk,1112164,,0
B,8,92,BRT,4,ffffff,050505,ff8100,Andrew Tapley [BRT],gb,145450,gold gold gold gold gold gold gold silver,0
B,2,25,NFCC,2291,fcfcfc,d40707,14ab1a,Stewart Ward,gb,9079,gold silver,0
B,1,15,BRT,4,ffffff,050505,ff8100,Paul Skipper [BRT],gb,12026,silver,0
B,1,15,Holmenkollen CK,3469,111e6c,f8dae5,111e6c,Christian Hasle HCK,no,17641,silver,0
B,1,13,,0,00dd00,,,Ronald Damme,nl,901874,bronze,0
B,1,13,Team CLS,1426,3d9970,ffffff,ffffff,James Deren Team CLS,gb,450623,bronze,0
B,1,11,HERD,2639,383c3d,fc6719,383c3d,Paul Wakefield,gb,38218,,0
B,1,11,,0,00dd00,,,gary howe,gb,284883,,0
B,1,11,BRT,4,ffffff,050505,ff8100,Lee  Chalk  BRT,gb,255651,,0
B,1,11,PulseTri,1968,000000,f5001d,000000,David O&#039;Brien,ie,166560,,0
B,1,9,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,David Lee,gb,432768,,0
B,1,9,,0,00dd00,,,Tim Hoogeveen,nl,842215,,0
B,1,9,,0,00dd00,,,DeN De MaN,ru,1007904,,0
B,1,9,Saints and Spinners CC,1348,ffffff,236192,236192,Peter Leahy,im,906587,,0
B,1,7,,0,00dd00,,,Alex Spencer,gb,133531,,0
B,1,7,British Cycling,2665,ffffff,ff001f,0000ff,patrick weir,gb-sct,22988,,0
B,1,7,,0,00dd00,,,Uinseann H,ie,935824,,0
B,1,7,,0,00dd00,,,Davy De Dobbeleer,be,821867,silver,0
B,1,7,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,G. K&uuml;hner TEA,de,484982,,0
B,1,5,,0,00dd00,,,Richard Jackson,gb,556224,bronze,0
B,1,5,TeamNL,2281,ffffff,ffa500,ffa500,Boris Baeritys,nl,39355,bronze,0
B,1,5,,0,00dd00,,,Wilfried Krukkert,nl,683582,,0
B,1,5,BZR cycling team,35,f3f300,111111,dd4b39,Reinhart Deboever,be,797276,bronze,0
B,1,5,,0,00dd00,,,Terry Flynn,gb,397987,bronze,0
B,1,3,Team CLS,1426,3d9970,ffffff,ffffff,Kris Painter,gb,241787,,0
C,5,55,,0,00dd00,,,Darren Stanley,gb-eng,930886,gold gold gold gold silver,0
C,4,39,BRT,4,ffffff,050505,ff8100,Si Lee,gb,866288,gold bronze bronze,0
C,2,28,WaW,4267,ffffff,000000,ffe600,Jeroen van Keulen,nl,708741,gold gold,0
C,1,15,BRT,4,ffffff,050505,ff8100,David Salvador,pt,712936,silver,0
C,1,13,BRT,4,ffffff,050505,ff8100,noel mc geever BRT,ie,108371,bronze,0
C,1,11,,0,00dd00,,,En Latmask,se,150,,0
C,1,11,,0,00dd00,,,Rob Bainbridge,gb,822121,,0
