category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,6,270,BRT,,ffffff,050505,ff8100,Diane Bomans (BRT),ca,2481505,gold gold gold silver silver silver,0
A,6,216,GGCC,,ffffff,0073b7,ffffff,Heather Mayne GGCC,gb,817160,gold silver silver bronze,0
A,6,211,BRT,,ffffff,050505,ff8100,Angela MacRae (BRT),au,1332978,gold silver silver,0
A,3,115,A E R O - CT,,ffffff,0000ff,ffffff,Bizzy Butterworth,au,754330,gold silver,0
A,4,111,Team AHDR,,fc6955,55d4fc,ffffff,Kelly Murphy,au,414760,bronze bronze,0
A,2,100,HEINO RT,,ffffff,ff0000,ff3b3b,Maria Hoiriis [HEINO],dk,640583,gold gold,0
A,2,100,BRT,,ffffff,050505,ff8100,Sarah Ryan (BRT Hellkittens),gb,883536,gold gold,0
A,3,90,Team AHDR,,fc6955,55d4fc,ffffff,Fran Bambust,be,427114,gold silver silver,0
A,3,83,BRT,,ffffff,050505,ff8100,Louise Gamst (BRT),dk,1028084,bronze,0
A,2,83,Team AHDR,,fc6955,55d4fc,ffffff,Kath Mackay (AHDRL),au,414764,gold bronze,0
A,2,75,Team CRYO-GEN,,ffffff,0073b7,ffffff,Morgan Aldridge (CRYO GEN),us,444737,gold,0
A,2,61,Team AHDR,,fc6955,55d4fc,ffffff,Kim Hurst,nz,1184531,bronze,0
A,5,61,BRT,,ffffff,050505,ff8100,Doris Marr (BRT),au,39294,,1
A,2,52,BRT,,ffffff,050505,ff8100,Peta Antonello (BRT Galaxy),au,1174548,bronze,0
A,1,50,RR 2020,,ffffff,0073b7,ffffff,Tiina Kajan [RR 2020],fi,1104935,gold,0
A,1,50,A E R O,,ffffff,0000ff,ffffff,Jenny Pettenon ( A E R O ),au,384656,gold,0
A,1,50,,,,,,Gaby Vargas SRC-CDC2.0,cl,2508107,gold,0
A,1,50,REVO,,fc00e3,000000,fc00e3,Anna Rogers,ca,265859,gold,0
A,1,50,,,,,,Cristina De Santiago,es,2145301,gold,0
A,2,45,A E R O - CT,,ffffff,0000ff,ffffff,Tania Launder [AERO-CT],au,382600,,0
A,3,44,BRT,,ffffff,050505,ff8100,Nicole Smith (BRT Darkkittens),au,835950,,1
A,1,40,,,,,,Ana Brady,us,850328,silver,0
A,1,40,Team CRYO-GEN,,ffffff,0073b7,ffffff,Carly Killam (CRYO-GEN Buzzards),us,151409,silver,0
A,1,40,BRT,,ffffff,050505,ff8100,Sonya Manson Rodriguez 511293,us,884757,silver,0
A,1,40,,,,,,Charlissa  Schultz,za,767951,silver,0
A,1,33,CRYO RDT,,ffffff,0c1e4f,009fe3,Elke Thurman [CRYO RDT],de,1862727,bronze,0
A,1,33,Team AHDR,,fc6955,55d4fc,ffffff,Lisa- jane Lait [AHDRL],gb,384525,bronze,0
A,1,33,SGRT &#128304;,,0a0707,83c92e,ffffff,Bree Playel,au,28703,bronze,0
A,1,33,,,,,,Courtney  Sherwell,au,358287,bronze,0
A,1,28,Team AHDR,,fc6955,55d4fc,ffffff,Marie-Louise  Fitzgerald (Power Pedlas),au,1268911,,0
A,1,28,Team Tutute,,000000,ccff00,000000,50006 Maryline Salvetat (TUT),fr,1928875,,0
A,1,28,[ ATP ],,e0ffff,008b8b,00008b,Sarah Fitton (ATP Venom),au,354812,,0
A,1,22,Team AHDR,,fc6955,55d4fc,ffffff,Chevonne Arrowsmith,au,346582,,0
A,1,22,,,,,,Caren Oosthuysen One80,za,831240,,0
A,1,20,Team AHDR,,fc6955,55d4fc,ffffff,Julia Broom DHBC/AHDRL,nz,1300070,,0
A,1,20,,,,,,Anne Kennedy,au,29885,,0
A,1,18,A E R O,,ffffff,0000ff,ffffff,Rhianon Norton (A E R O),au,264567,,0
B,6,300,TBR Racing,,ffffff,0073b7,ffffff,Melanie Dobbins,gb,727363,gold gold gold gold gold gold,0
B,5,240,,,,,,B Imlach,ca,1421822,gold gold gold gold silver,0
B,4,163,TBR Racing,,ffffff,0073b7,ffffff,Kim Juul (DIRTy Rascals Rise),us,1802836,gold silver silver bronze,0
B,6,162,REVO,,fc00e3,000000,fc00e3,Natasha Williams (REVOginandtonics),au,1297,silver silver,0
